Дата,Час,Код цифровий,Код літерний,Назва валюти,Курс
02.10.2008,0.0,840,USD,Долар США,4.8614999999999995
03.10.2008,0.0,840,USD,Долар США,4.8697
04.10.2008,0.0,840,USD,Долар США,4.8697
05.10.2008,0.0,840,USD,Долар США,4.8697
06.10.2008,0.0,840,USD,Долар США,4.8694999999999995
07.10.2008,0.0,840,USD,Долар США,4.8694999999999995
08.10.2008,0.0,840,USD,Долар США,4.891
09.10.2008,0.0,840,USD,Долар США,4.9265
10.10.2008,0.0,840,USD,Долар США,4.927099999999999
11.10.2008,0.0,840,USD,Долар США,4.927099999999999
12.10.2008,0.0,840,USD,Долар США,4.927099999999999
13.10.2008,0.0,840,USD,Долар США,4.9201
14.10.2008,0.0,840,USD,Долар США,4.9201
15.10.2008,0.0,840,USD,Долар США,4.92
16.10.2008,0.0,840,USD,Долар США,4.921600000000001
17.10.2008,0.0,840,USD,Долар США,4.9638
18.10.2008,0.0,840,USD,Долар США,4.9638
19.10.2008,0.0,840,USD,Долар США,4.9638
20.10.2008,0.0,840,USD,Долар США,4.9631
21.10.2008,0.0,840,USD,Долар США,4.9855
22.10.2008,0.0,840,USD,Долар США,5.01
23.10.2008,0.0,840,USD,Долар США,5.09
24.10.2008,0.0,840,USD,Долар США,5.15
25.10.2008,0.0,840,USD,Долар США,5.15
26.10.2008,0.0,840,USD,Долар США,5.15
27.10.2008,0.0,840,USD,Долар США,5.22
28.10.2008,0.0,840,USD,Долар США,5.35
29.10.2008,0.0,840,USD,Долар США,5.5
30.10.2008,0.0,840,USD,Долар США,5.7604
31.10.2008,0.0,840,USD,Долар США,5.7604
01.11.2008,0.0,840,USD,Долар США,5.7604
02.11.2008,0.0,840,USD,Долар США,5.7604
03.11.2008,0.0,840,USD,Долар США,5.7888
04.11.2008,0.0,840,USD,Долар США,5.791799999999999
05.11.2008,0.0,840,USD,Долар США,5.8261
06.11.2008,0.0,840,USD,Долар США,5.8224
07.11.2008,0.0,840,USD,Долар США,5.7989
08.11.2008,0.0,840,USD,Долар США,5.7989
09.11.2008,0.0,840,USD,Долар США,5.7989
10.11.2008,0.0,840,USD,Долар США,5.7984
11.11.2008,0.0,840,USD,Долар США,5.780399999999999
12.11.2008,0.0,840,USD,Долар США,5.7758
13.11.2008,0.0,840,USD,Долар США,5.78
14.11.2008,0.0,840,USD,Долар США,5.7819
15.11.2008,0.0,840,USD,Долар США,5.7819
16.11.2008,0.0,840,USD,Долар США,5.7819
17.11.2008,0.0,840,USD,Долар США,5.784299999999999
18.11.2008,0.0,840,USD,Долар США,5.7939
19.11.2008,0.0,840,USD,Долар США,5.8854
20.11.2008,0.0,840,USD,Долар США,5.9936
21.11.2008,0.0,840,USD,Долар США,5.9988
22.11.2008,0.0,840,USD,Долар США,5.9988
23.11.2008,0.0,840,USD,Долар США,5.9988
24.11.2008,0.0,840,USD,Долар США,6.1716999999999995
25.11.2008,0.0,840,USD,Долар США,6.2951
26.11.2008,0.0,840,USD,Долар США,6.6096
27.11.2008,0.0,840,USD,Долар США,6.7418
28.11.2008,0.0,840,USD,Долар США,6.7418
29.11.2008,0.0,840,USD,Долар США,6.7418
30.11.2008,0.0,840,USD,Долар США,6.7418
01.12.2008,0.0,840,USD,Долар США,6.8777
02.12.2008,0.0,840,USD,Долар США,7.142
03.12.2008,0.0,840,USD,Долар США,7.2388
04.12.2008,0.0,840,USD,Долар США,7.381900000000001
05.12.2008,0.0,840,USD,Долар США,7.3614
06.12.2008,0.0,840,USD,Долар США,7.3614
07.12.2008,0.0,840,USD,Долар США,7.3614
08.12.2008,0.0,840,USD,Долар США,7.3598
09.12.2008,0.0,840,USD,Долар США,7.3989
10.12.2008,0.0,840,USD,Долар США,7.4300999999999995
11.12.2008,0.0,840,USD,Долар США,7.4742999999999995
12.12.2008,0.0,840,USD,Долар США,7.4868
13.12.2008,0.0,840,USD,Долар США,7.4868
14.12.2008,0.0,840,USD,Долар США,7.4868
15.12.2008,0.0,840,USD,Долар США,7.4731
16.12.2008,0.0,840,USD,Долар США,7.6538
17.12.2008,0.0,840,USD,Долар США,7.738300000000001
18.12.2008,0.0,840,USD,Долар США,7.8648
19.12.2008,0.0,840,USD,Долар США,7.8788
20.12.2008,0.0,840,USD,Долар США,7.8788
21.12.2008,0.0,840,USD,Долар США,7.8788
22.12.2008,0.0,840,USD,Долар США,7.8788
23.12.2008,0.0,840,USD,Долар США,7.8788
24.12.2008,0.0,840,USD,Долар США,7.79
25.12.2008,0.0,840,USD,Долар США,7.79
26.12.2008,0.0,840,USD,Долар США,7.79
27.12.2008,0.0,840,USD,Долар США,7.79
28.12.2008,0.0,840,USD,Долар США,7.79
29.12.2008,0.0,840,USD,Долар США,7.7
30.12.2008,0.0,840,USD,Долар США,7.7
31.12.2008,0.0,840,USD,Долар США,7.7
01.01.2009,0.0,840,USD,Долар США,7.7
02.01.2009,0.0,840,USD,Долар США,7.7
03.01.2009,0.0,840,USD,Долар США,7.7
04.01.2009,0.0,840,USD,Долар США,7.7
05.01.2009,0.0,840,USD,Долар США,7.7
06.01.2009,0.0,840,USD,Долар США,7.7
07.01.2009,0.0,840,USD,Долар США,7.7
08.01.2009,0.0,840,USD,Долар США,7.7
09.01.2009,0.0,840,USD,Долар США,7.7
10.01.2009,0.0,840,USD,Долар США,7.7
11.01.2009,0.0,840,USD,Долар США,7.7
12.01.2009,0.0,840,USD,Долар США,7.7
13.01.2009,0.0,840,USD,Долар США,7.7
14.01.2009,0.0,840,USD,Долар США,7.7
15.01.2009,0.0,840,USD,Долар США,7.7
16.01.2009,0.0,840,USD,Долар США,7.7
17.01.2009,0.0,840,USD,Долар США,7.7
18.01.2009,0.0,840,USD,Долар США,7.7
19.01.2009,0.0,840,USD,Долар США,7.7
20.01.2009,0.0,840,USD,Долар США,7.7
21.01.2009,0.0,840,USD,Долар США,7.7
22.01.2009,0.0,840,USD,Долар США,7.7
23.01.2009,0.0,840,USD,Долар США,7.7
24.01.2009,0.0,840,USD,Долар США,7.7
25.01.2009,0.0,840,USD,Долар США,7.7
26.01.2009,0.0,840,USD,Долар США,7.7
27.01.2009,0.0,840,USD,Долар США,7.7
28.01.2009,0.0,840,USD,Долар США,7.7
29.01.2009,0.0,840,USD,Долар США,7.7
30.01.2009,0.0,840,USD,Долар США,7.7
31.01.2009,0.0,840,USD,Долар США,7.7
01.02.2009,0.0,840,USD,Долар США,7.7
02.02.2009,0.0,840,USD,Долар США,7.7
03.02.2009,0.0,840,USD,Долар США,7.7
04.02.2009,0.0,840,USD,Долар США,7.7
05.02.2009,0.0,840,USD,Долар США,7.7
06.02.2009,0.0,840,USD,Долар США,7.7
07.02.2009,0.0,840,USD,Долар США,7.7
08.02.2009,0.0,840,USD,Долар США,7.7
09.02.2009,0.0,840,USD,Долар США,7.7
10.02.2009,0.0,840,USD,Долар США,7.7
11.02.2009,0.0,840,USD,Долар США,7.7
12.02.2009,0.0,840,USD,Долар США,7.7
13.02.2009,0.0,840,USD,Долар США,7.7
14.02.2009,0.0,840,USD,Долар США,7.7
15.02.2009,0.0,840,USD,Долар США,7.7
16.02.2009,0.0,840,USD,Долар США,7.7
17.02.2009,0.0,840,USD,Долар США,7.7
18.02.2009,0.0,840,USD,Долар США,7.7
19.02.2009,0.0,840,USD,Долар США,7.7
20.02.2009,0.0,840,USD,Долар США,7.7
21.02.2009,0.0,840,USD,Долар США,7.7
22.02.2009,0.0,840,USD,Долар США,7.7
23.02.2009,0.0,840,USD,Долар США,7.7
24.02.2009,0.0,840,USD,Долар США,7.7
25.02.2009,0.0,840,USD,Долар США,7.7
26.02.2009,0.0,840,USD,Долар США,7.7
27.02.2009,0.0,840,USD,Долар США,7.7
28.02.2009,0.0,840,USD,Долар США,7.7
01.03.2009,0.0,840,USD,Долар США,7.7
02.03.2009,0.0,840,USD,Долар США,7.7
03.03.2009,0.0,840,USD,Долар США,7.7
04.03.2009,0.0,840,USD,Долар США,7.7
05.03.2009,0.0,840,USD,Долар США,7.7
06.03.2009,0.0,840,USD,Долар США,7.7
07.03.2009,0.0,840,USD,Долар США,7.7
08.03.2009,0.0,840,USD,Долар США,7.7
09.03.2009,0.0,840,USD,Долар США,7.7
10.03.2009,0.0,840,USD,Долар США,7.7
11.03.2009,0.0,840,USD,Долар США,7.7
12.03.2009,0.0,840,USD,Долар США,7.7
13.03.2009,0.0,840,USD,Долар США,7.7
14.03.2009,0.0,840,USD,Долар США,7.7
15.03.2009,0.0,840,USD,Долар США,7.7
16.03.2009,0.0,840,USD,Долар США,7.7
17.03.2009,0.0,840,USD,Долар США,7.7
18.03.2009,0.0,840,USD,Долар США,7.7
19.03.2009,0.0,840,USD,Долар США,7.7
20.03.2009,0.0,840,USD,Долар США,7.7
21.03.2009,0.0,840,USD,Долар США,7.7
22.03.2009,0.0,840,USD,Долар США,7.7
23.03.2009,0.0,840,USD,Долар США,7.7
24.03.2009,0.0,840,USD,Долар США,7.7
25.03.2009,0.0,840,USD,Долар США,7.7
26.03.2009,0.0,840,USD,Долар США,7.7
27.03.2009,0.0,840,USD,Долар США,7.7
28.03.2009,0.0,840,USD,Долар США,7.7
29.03.2009,0.0,840,USD,Долар США,7.7
30.03.2009,0.0,840,USD,Долар США,7.7
31.03.2009,0.0,840,USD,Долар США,7.7
01.04.2009,0.0,840,USD,Долар США,7.7
02.04.2009,0.0,840,USD,Долар США,7.7
03.04.2009,0.0,840,USD,Долар США,7.7
04.04.2009,0.0,840,USD,Долар США,7.7
05.04.2009,0.0,840,USD,Долар США,7.7
06.04.2009,0.0,840,USD,Долар США,7.7
07.04.2009,0.0,840,USD,Долар США,7.7
08.04.2009,0.0,840,USD,Долар США,7.7
09.04.2009,0.0,840,USD,Долар США,7.7
10.04.2009,0.0,840,USD,Долар США,7.7
11.04.2009,0.0,840,USD,Долар США,7.7
12.04.2009,0.0,840,USD,Долар США,7.7
13.04.2009,0.0,840,USD,Долар США,7.7
14.04.2009,0.0,840,USD,Долар США,7.7
15.04.2009,0.0,840,USD,Долар США,7.7
16.04.2009,0.0,840,USD,Долар США,7.7
17.04.2009,0.0,840,USD,Долар США,7.7
18.04.2009,0.0,840,USD,Долар США,7.7
19.04.2009,0.0,840,USD,Долар США,7.7
20.04.2009,0.0,840,USD,Долар США,7.7
21.04.2009,0.0,840,USD,Долар США,7.7
22.04.2009,0.0,840,USD,Долар США,7.7
23.04.2009,0.0,840,USD,Долар США,7.7
24.04.2009,0.0,840,USD,Долар США,7.7
25.04.2009,0.0,840,USD,Долар США,7.7
26.04.2009,0.0,840,USD,Долар США,7.7
27.04.2009,0.0,840,USD,Долар США,7.7
28.04.2009,0.0,840,USD,Долар США,7.7
29.04.2009,0.0,840,USD,Долар США,7.7
30.04.2009,0.0,840,USD,Долар США,7.7
01.05.2009,0.0,840,USD,Долар США,7.7
02.05.2009,0.0,840,USD,Долар США,7.7
03.05.2009,0.0,840,USD,Долар США,7.7
04.05.2009,0.0,840,USD,Долар США,7.7
05.05.2009,0.0,840,USD,Долар США,7.7
06.05.2009,0.0,840,USD,Долар США,7.7
07.05.2009,0.0,840,USD,Долар США,7.7
08.05.2009,0.0,840,USD,Долар США,7.715599999999999
09.05.2009,0.0,840,USD,Долар США,7.715599999999999
10.05.2009,0.0,840,USD,Долар США,7.715599999999999
11.05.2009,0.0,840,USD,Долар США,7.715599999999999
12.05.2009,0.0,840,USD,Долар США,7.6739
13.05.2009,0.0,840,USD,Долар США,7.6555
14.05.2009,0.0,840,USD,Долар США,7.6251999999999995
15.05.2009,0.0,840,USD,Долар США,7.6235
16.05.2009,0.0,840,USD,Долар США,7.6235
17.05.2009,0.0,840,USD,Долар США,7.6235
18.05.2009,0.0,840,USD,Долар США,7.6221000000000005
19.05.2009,0.0,840,USD,Долар США,7.6213999999999995
20.05.2009,0.0,840,USD,Долар США,7.6208
21.05.2009,0.0,840,USD,Долар США,7.6161
22.05.2009,0.0,840,USD,Долар США,7.6161
23.05.2009,0.0,840,USD,Долар США,7.6161
24.05.2009,0.0,840,USD,Долар США,7.6161
25.05.2009,0.0,840,USD,Долар США,7.6160000000000005
26.05.2009,0.0,840,USD,Долар США,7.6158
27.05.2009,0.0,840,USD,Долар США,7.619
28.05.2009,0.0,840,USD,Долар США,7.619
29.05.2009,0.0,840,USD,Долар США,7.6188
30.05.2009,0.0,840,USD,Долар США,7.6188
31.05.2009,0.0,840,USD,Долар США,7.6188
01.06.2009,0.0,840,USD,Долар США,7.6185
02.06.2009,0.0,840,USD,Долар США,7.610499999999999
03.06.2009,0.0,840,USD,Долар США,7.6114999999999995
04.06.2009,0.0,840,USD,Долар США,7.61
05.06.2009,0.0,840,USD,Долар США,7.612100000000001
06.06.2009,0.0,840,USD,Долар США,7.612100000000001
07.06.2009,0.0,840,USD,Долар США,7.612100000000001
08.06.2009,0.0,840,USD,Долар США,7.612100000000001
09.06.2009,0.0,840,USD,Долар США,7.6119
10.06.2009,0.0,840,USD,Долар США,7.6101
11.06.2009,0.0,840,USD,Долар США,7.61
12.06.2009,0.0,840,USD,Долар США,7.6103
13.06.2009,0.0,840,USD,Долар США,7.6103
14.06.2009,0.0,840,USD,Долар США,7.6103
15.06.2009,0.0,840,USD,Долар США,7.6114
16.06.2009,0.0,840,USD,Долар США,7.6114
17.06.2009,0.0,840,USD,Долар США,7.6114
18.06.2009,0.0,840,USD,Долар США,7.619
19.06.2009,0.0,840,USD,Долар США,7.6174
20.06.2009,0.0,840,USD,Долар США,7.6174
21.06.2009,0.0,840,USD,Долар США,7.6174
22.06.2009,0.0,840,USD,Долар США,7.6168
23.06.2009,0.0,840,USD,Долар США,7.6103
24.06.2009,0.0,840,USD,Долар США,7.6111
25.06.2009,0.0,840,USD,Долар США,7.6235
26.06.2009,0.0,840,USD,Долар США,7.6285
27.06.2009,0.0,840,USD,Долар США,7.6285
28.06.2009,0.0,840,USD,Долар США,7.6285
29.06.2009,0.0,840,USD,Долар США,7.6285
30.06.2009,0.0,840,USD,Долар США,7.6303
01.07.2009,0.0,840,USD,Долар США,7.640499999999999
02.07.2009,0.0,840,USD,Долар США,7.639500000000001
03.07.2009,0.0,840,USD,Долар США,7.638400000000001
04.07.2009,0.0,840,USD,Долар США,7.638400000000001
05.07.2009,0.0,840,USD,Долар США,7.638400000000001
06.07.2009,0.0,840,USD,Долар США,7.6377
07.07.2009,0.0,840,USD,Долар США,7.6377
08.07.2009,0.0,840,USD,Долар США,7.63
09.07.2009,0.0,840,USD,Долар США,7.6245
10.07.2009,0.0,840,USD,Долар США,7.6224
11.07.2009,0.0,840,USD,Долар США,7.6224
12.07.2009,0.0,840,USD,Долар США,7.6224
13.07.2009,0.0,840,USD,Долар США,7.6244000000000005
14.07.2009,0.0,840,USD,Долар США,7.6244000000000005
15.07.2009,0.0,840,USD,Долар США,7.6264
16.07.2009,0.0,840,USD,Долар США,7.6311
17.07.2009,0.0,840,USD,Долар США,7.640499999999999
18.07.2009,0.0,840,USD,Долар США,7.640499999999999
19.07.2009,0.0,840,USD,Долар США,7.640499999999999
20.07.2009,0.0,840,USD,Долар США,7.6514999999999995
21.07.2009,0.0,840,USD,Долар США,7.6622
22.07.2009,0.0,840,USD,Долар США,7.660399999999999
23.07.2009,0.0,840,USD,Долар США,7.663200000000001
24.07.2009,0.0,840,USD,Долар США,7.662999999999999
25.07.2009,0.0,840,USD,Долар США,7.662999999999999
26.07.2009,0.0,840,USD,Долар США,7.662999999999999
27.07.2009,0.0,840,USD,Долар США,7.6661
28.07.2009,0.0,840,USD,Долар США,7.6915
29.07.2009,0.0,840,USD,Долар США,7.6901
30.07.2009,0.0,840,USD,Долар США,7.7
31.07.2009,0.0,840,USD,Долар США,7.6979999999999995
01.08.2009,0.0,840,USD,Долар США,7.6979999999999995
02.08.2009,0.0,840,USD,Долар США,7.6979999999999995
03.08.2009,0.0,840,USD,Долар США,7.6991
04.08.2009,0.0,840,USD,Долар США,7.6865
05.08.2009,0.0,840,USD,Долар США,7.6815
06.08.2009,0.0,840,USD,Долар США,7.683
07.08.2009,0.0,840,USD,Долар США,7.6979999999999995
08.08.2009,0.0,840,USD,Долар США,7.6979999999999995
09.08.2009,0.0,840,USD,Долар США,7.6979999999999995
10.08.2009,0.0,840,USD,Долар США,7.7038
11.08.2009,0.0,840,USD,Долар США,7.71
12.08.2009,0.0,840,USD,Долар США,7.728400000000001
13.08.2009,0.0,840,USD,Долар США,7.739400000000001
14.08.2009,0.0,840,USD,Долар США,7.749
15.08.2009,0.0,840,USD,Долар США,7.749
16.08.2009,0.0,840,USD,Долар США,7.749
17.08.2009,0.0,840,USD,Долар США,7.7673000000000005
18.08.2009,0.0,840,USD,Долар США,7.805499999999999
19.08.2009,0.0,840,USD,Долар США,7.8296
20.08.2009,0.0,840,USD,Долар США,7.848
21.08.2009,0.0,840,USD,Долар США,7.8844
22.08.2009,0.0,840,USD,Долар США,7.8844
23.08.2009,0.0,840,USD,Долар США,7.8844
24.08.2009,0.0,840,USD,Долар США,7.8844
25.08.2009,0.0,840,USD,Долар США,7.94
26.08.2009,0.0,840,USD,Долар США,7.9633
27.08.2009,0.0,840,USD,Долар США,7.989
28.08.2009,0.0,840,USD,Долар США,7.989
29.08.2009,0.0,840,USD,Долар США,7.989
30.08.2009,0.0,840,USD,Долар США,7.989
31.08.2009,0.0,840,USD,Долар США,7.989
01.09.2009,0.0,840,USD,Долар США,7.989
02.09.2009,0.0,840,USD,Долар США,7.98
03.09.2009,0.0,840,USD,Долар США,7.985
04.09.2009,0.0,840,USD,Долар США,7.985
05.09.2009,0.0,840,USD,Долар США,7.985
06.09.2009,0.0,840,USD,Долар США,7.985
07.09.2009,0.0,840,USD,Долар США,7.995
08.09.2009,0.0,840,USD,Долар США,7.995
09.09.2009,0.0,840,USD,Долар США,7.997000000000001
10.09.2009,0.0,840,USD,Долар США,7.995
11.09.2009,0.0,840,USD,Долар США,7.994400000000001
12.09.2009,0.0,840,USD,Долар США,7.994400000000001
13.09.2009,0.0,840,USD,Долар США,7.994400000000001
14.09.2009,0.0,840,USD,Долар США,7.9974
15.09.2009,0.0,840,USD,Долар США,7.9969
16.09.2009,0.0,840,USD,Долар США,8.004199999999999
17.09.2009,0.0,840,USD,Долар США,8.004199999999999
18.09.2009,0.0,840,USD,Долар США,8.006499999999999
19.09.2009,0.0,840,USD,Долар США,8.006499999999999
20.09.2009,0.0,840,USD,Долар США,8.006499999999999
21.09.2009,0.0,840,USD,Долар США,8.006499999999999
22.09.2009,0.0,840,USD,Долар США,8.0068
23.09.2009,0.0,840,USD,Долар США,8.0068
24.09.2009,0.0,840,USD,Долар США,8.0068
25.09.2009,0.0,840,USD,Долар США,8.0068
26.09.2009,0.0,840,USD,Долар США,8.0068
27.09.2009,0.0,840,USD,Долар США,8.0068
28.09.2009,0.0,840,USD,Долар США,8.0068
29.09.2009,0.0,840,USD,Долар США,8.01
30.09.2009,0.0,840,USD,Долар США,8.01
01.10.2009,0.0,840,USD,Долар США,8.004
02.10.2009,0.0,840,USD,Долар США,8.009
03.10.2009,0.0,840,USD,Долар США,8.009
04.10.2009,0.0,840,USD,Долар США,8.009
05.10.2009,0.0,840,USD,Долар США,8.01
06.10.2009,0.0,840,USD,Долар США,8.01
07.10.2009,0.0,840,USD,Долар США,8.01
08.10.2009,0.0,840,USD,Долар США,8.01
09.10.2009,0.0,840,USD,Долар США,8.01
10.10.2009,0.0,840,USD,Долар США,8.01
11.10.2009,0.0,840,USD,Долар США,8.01
12.10.2009,0.0,840,USD,Долар США,8.01
13.10.2009,0.0,840,USD,Долар США,8.01
14.10.2009,0.0,840,USD,Долар США,8.0062
15.10.2009,0.0,840,USD,Долар США,7.997999999999999
16.10.2009,0.0,840,USD,Долар США,7.98
17.10.2009,0.0,840,USD,Долар США,7.98
18.10.2009,0.0,840,USD,Долар США,7.98
19.10.2009,0.0,840,USD,Долар США,7.97
20.10.2009,0.0,840,USD,Долар США,7.97
21.10.2009,0.0,840,USD,Долар США,7.98
22.10.2009,0.0,840,USD,Долар США,7.992999999999999
23.10.2009,0.0,840,USD,Долар США,8.005
24.10.2009,0.0,840,USD,Долар США,8.005
25.10.2009,0.0,840,USD,Долар США,8.005
26.10.2009,0.0,840,USD,Долар США,7.997999999999999
27.10.2009,0.0,840,USD,Долар США,7.9988
28.10.2009,0.0,840,USD,Долар США,8.0076
29.10.2009,0.0,840,USD,Долар США,8.0076
30.10.2009,0.0,840,USD,Долар США,8.0
31.10.2009,0.0,840,USD,Долар США,8.0
01.11.2009,0.0,840,USD,Долар США,8.0
02.11.2009,0.0,840,USD,Долар США,7.992999999999999
03.11.2009,0.0,840,USD,Долар США,7.997000000000001
04.11.2009,0.0,840,USD,Долар США,8.0116
05.11.2009,0.0,840,USD,Долар США,8.014800000000001
06.11.2009,0.0,840,USD,Долар США,8.0138
07.11.2009,0.0,840,USD,Долар США,8.0138
08.11.2009,0.0,840,USD,Долар США,8.0138
09.11.2009,0.0,840,USD,Долар США,7.992999999999999
10.11.2009,0.0,840,USD,Долар США,7.9902999999999995
11.11.2009,0.0,840,USD,Долар США,7.99
12.11.2009,0.0,840,USD,Долар США,7.9918
13.11.2009,0.0,840,USD,Долар США,7.9963
14.11.2009,0.0,840,USD,Долар США,7.9963
15.11.2009,0.0,840,USD,Долар США,7.9963
16.11.2009,0.0,840,USD,Долар США,7.996
17.11.2009,0.0,840,USD,Долар США,7.9933000000000005
18.11.2009,0.0,840,USD,Долар США,7.9902999999999995
19.11.2009,0.0,840,USD,Долар США,7.9909
20.11.2009,0.0,840,USD,Долар США,7.99
21.11.2009,0.0,840,USD,Долар США,7.99
22.11.2009,0.0,840,USD,Долар США,7.99
23.11.2009,0.0,840,USD,Долар США,7.99
24.11.2009,0.0,840,USD,Долар США,7.99
25.11.2009,0.0,840,USD,Долар США,7.99
26.11.2009,0.0,840,USD,Долар США,7.985
27.11.2009,0.0,840,USD,Долар США,7.981
28.11.2009,0.0,840,USD,Долар США,7.981
29.11.2009,0.0,840,USD,Долар США,7.981
30.11.2009,0.0,840,USD,Долар США,7.9809
01.12.2009,0.0,840,USD,Долар США,7.9878
02.12.2009,0.0,840,USD,Долар США,7.989199999999999
03.12.2009,0.0,840,USD,Долар США,7.9905
04.12.2009,0.0,840,USD,Долар США,7.99
05.12.2009,0.0,840,USD,Долар США,7.99
06.12.2009,0.0,840,USD,Долар США,7.99
07.12.2009,0.0,840,USD,Долар США,7.984
08.12.2009,0.0,840,USD,Долар США,7.984
09.12.2009,0.0,840,USD,Долар США,7.984500000000001
10.12.2009,0.0,840,USD,Долар США,7.9864999999999995
11.12.2009,0.0,840,USD,Долар США,7.9864999999999995
12.12.2009,0.0,840,USD,Долар США,7.9864999999999995
13.12.2009,0.0,840,USD,Долар США,7.9864999999999995
14.12.2009,0.0,840,USD,Долар США,7.9828
15.12.2009,0.0,840,USD,Долар США,7.980599999999999
16.12.2009,0.0,840,USD,Долар США,7.9732
17.12.2009,0.0,840,USD,Долар США,7.9702
18.12.2009,0.0,840,USD,Долар США,7.97
19.12.2009,0.0,840,USD,Долар США,7.97
20.12.2009,0.0,840,USD,Долар США,7.97
21.12.2009,0.0,840,USD,Долар США,7.97
22.12.2009,0.0,840,USD,Долар США,7.97
23.12.2009,0.0,840,USD,Долар США,7.968999999999999
24.12.2009,0.0,840,USD,Долар США,7.968
25.12.2009,0.0,840,USD,Долар США,7.966
26.12.2009,0.0,840,USD,Долар США,7.966
27.12.2009,0.0,840,USD,Долар США,7.966
28.12.2009,0.0,840,USD,Долар США,7.9655
29.12.2009,0.0,840,USD,Долар США,7.965
30.12.2009,0.0,840,USD,Долар США,7.968500000000001
31.12.2009,0.0,840,USD,Долар США,7.985
01.01.2010,0.0,840,USD,Долар США,7.985
02.01.2010,0.0,840,USD,Долар США,7.985
03.01.2010,0.0,840,USD,Долар США,7.985
04.01.2010,0.0,840,USD,Долар США,7.985
05.01.2010,0.0,840,USD,Долар США,7.985
06.01.2010,0.0,840,USD,Долар США,7.985
07.01.2010,0.0,840,USD,Долар США,7.985
08.01.2010,0.0,840,USD,Долар США,7.985
09.01.2010,0.0,840,USD,Долар США,7.985
10.01.2010,0.0,840,USD,Долар США,7.985
11.01.2010,0.0,840,USD,Долар США,7.985
12.01.2010,0.0,840,USD,Долар США,7.9905
13.01.2010,0.0,840,USD,Долар США,7.9984
14.01.2010,0.0,840,USD,Долар США,8.004
15.01.2010,0.0,840,USD,Долар США,8.0024
16.01.2010,0.0,840,USD,Долар США,8.0024
17.01.2010,0.0,840,USD,Долар США,8.0024
18.01.2010,0.0,840,USD,Долар США,8.0012
19.01.2010,0.0,840,USD,Долар США,8.0012
20.01.2010,0.0,840,USD,Долар США,8.0055
21.01.2010,0.0,840,USD,Долар США,8.0055
22.01.2010,0.0,840,USD,Долар США,8.01
23.01.2010,0.0,840,USD,Долар США,8.01
24.01.2010,0.0,840,USD,Долар США,8.01
25.01.2010,0.0,840,USD,Долар США,8.0084
26.01.2010,0.0,840,USD,Долар США,8.008
27.01.2010,0.0,840,USD,Долар США,8.0048
28.01.2010,0.0,840,USD,Долар США,8.0024
29.01.2010,0.0,840,USD,Долар США,8.0012
30.01.2010,0.0,840,USD,Долар США,8.0012
31.01.2010,0.0,840,USD,Долар США,8.0012
01.02.2010,0.0,840,USD,Долар США,7.999
02.02.2010,0.0,840,USD,Долар США,7.9993
03.02.2010,0.0,840,USD,Долар США,8.000399999999999
04.02.2010,0.0,840,USD,Долар США,8.0012
05.02.2010,0.0,840,USD,Долар США,8.0012
06.02.2010,0.0,840,USD,Долар США,8.0012
07.02.2010,0.0,840,USD,Долар США,8.0012
08.02.2010,0.0,840,USD,Долар США,8.000399999999999
09.02.2010,0.0,840,USD,Долар США,8.0074
10.02.2010,0.0,840,USD,Долар США,8.0093
11.02.2010,0.0,840,USD,Долар США,8.01
12.02.2010,0.0,840,USD,Долар США,8.01
13.02.2010,0.0,840,USD,Долар США,8.01
14.02.2010,0.0,840,USD,Долар США,8.01
15.02.2010,0.0,840,USD,Долар США,8.0025
16.02.2010,0.0,840,USD,Долар США,8.002
17.02.2010,0.0,840,USD,Долар США,8.0024
18.02.2010,0.0,840,USD,Долар США,8.0024
19.02.2010,0.0,840,USD,Долар США,7.999700000000001
20.02.2010,0.0,840,USD,Долар США,7.999700000000001
21.02.2010,0.0,840,USD,Долар США,7.999700000000001
22.02.2010,0.0,840,USD,Долар США,7.997999999999999
23.02.2010,0.0,840,USD,Долар США,7.9902999999999995
24.02.2010,0.0,840,USD,Долар США,7.99
25.02.2010,0.0,840,USD,Долар США,7.99
26.02.2010,0.0,840,USD,Долар США,7.99
27.02.2010,0.0,840,USD,Долар США,7.99
28.02.2010,0.0,840,USD,Долар США,7.99
01.03.2010,0.0,840,USD,Долар США,7.99
02.03.2010,0.0,840,USD,Долар США,7.99
03.03.2010,0.0,840,USD,Долар США,7.985
04.03.2010,0.0,840,USD,Долар США,7.984
05.03.2010,0.0,840,USD,Долар США,7.9841999999999995
06.03.2010,0.0,840,USD,Долар США,7.9841999999999995
07.03.2010,0.0,840,USD,Долар США,7.9841999999999995
08.03.2010,0.0,840,USD,Долар США,7.9841999999999995
09.03.2010,0.0,840,USD,Долар США,7.9838
10.03.2010,0.0,840,USD,Долар США,7.984
11.03.2010,0.0,840,USD,Долар США,7.9824
12.03.2010,0.0,840,USD,Долар США,7.9803999999999995
13.03.2010,0.0,840,USD,Долар США,7.978
14.03.2010,0.0,840,USD,Долар США,7.978
15.03.2010,0.0,840,USD,Долар США,7.978
16.03.2010,0.0,840,USD,Долар США,7.976699999999999
17.03.2010,0.0,840,USD,Долар США,7.976699999999999
18.03.2010,0.0,840,USD,Долар США,7.976
19.03.2010,0.0,840,USD,Долар США,7.976
