Дата,Час,Код цифровий,Код літерний,Кількість одиниць,Назва валюти,"Офіційний курс гривні, грн"
01.03.2005,00.00,840,USD,100,Долар США,529.9
02.03.2005,00.00,840,USD,100,Долар США,529.88
03.03.2005,00.00,840,USD,100,Долар США,529.86
04.03.2005,00.00,840,USD,100,Долар США,529.86
05.03.2005,00.00,840,USD,100,Долар США,529.8
06.03.2005,00.00,840,USD,100,Долар США,529.8
07.03.2005,00.00,840,USD,100,Долар США,529.8
08.03.2005,00.00,840,USD,100,Долар США,529.8
09.03.2005,00.00,840,USD,100,Долар США,529.8
10.03.2005,00.00,840,USD,100,Долар США,529.75
11.03.2005,00.00,840,USD,100,Долар США,529.71
12.03.2005,00.00,840,USD,100,Долар США,529.71
13.03.2005,00.00,840,USD,100,Долар США,529.71
14.03.2005,00.00,840,USD,100,Долар США,529.6
15.03.2005,00.00,840,USD,100,Долар США,529.49
16.03.2005,00.00,840,USD,100,Долар США,529.4
17.03.2005,00.00,840,USD,100,Долар США,529.37
18.03.2005,00.00,840,USD,100,Долар США,529.3
19.03.2005,00.00,840,USD,100,Долар США,529.3
20.03.2005,00.00,840,USD,100,Долар США,529.3
21.03.2005,00.00,840,USD,100,Долар США,529.15
22.03.2005,00.00,840,USD,100,Долар США,529.1
23.03.2005,00.00,840,USD,100,Долар США,529.08
24.03.2005,00.00,840,USD,100,Долар США,528.08
25.03.2005,00.00,840,USD,100,Долар США,528.11
26.03.2005,00.00,840,USD,100,Долар США,528.11
27.03.2005,00.00,840,USD,100,Долар США,528.11
28.03.2005,00.00,840,USD,100,Долар США,528.11
29.03.2005,00.00,840,USD,100,Долар США,528.11
30.03.2005,00.00,840,USD,100,Долар США,528.09
31.03.2005,00.00,840,USD,100,Долар США,528.08
01.04.2005,00.00,840,USD,100,Долар США,528.06
02.04.2005,00.00,840,USD,100,Долар США,528.06
03.04.2005,00.00,840,USD,100,Долар США,528.06
04.04.2005,00.00,840,USD,100,Долар США,528.06
05.04.2005,00.00,840,USD,100,Долар США,527.99
06.04.2005,00.00,840,USD,100,Долар США,527.99
07.04.2005,00.00,840,USD,100,Долар США,527.5
08.04.2005,00.00,840,USD,100,Долар США,527.47
09.04.2005,00.00,840,USD,100,Долар США,527.47
10.04.2005,00.00,840,USD,100,Долар США,527.47
11.04.2005,00.00,840,USD,100,Долар США,527
12.04.2005,00.00,840,USD,100,Долар США,526.9
13.04.2005,00.00,840,USD,100,Долар США,526.65
14.04.2005,00.00,840,USD,100,Долар США,526.05
15.04.2005,00.00,840,USD,100,Долар США,525.6
16.04.2005,00.00,840,USD,100,Долар США,525.6
17.04.2005,00.00,840,USD,100,Долар США,525.6
18.04.2005,00.00,840,USD,100,Долар США,523.5
19.04.2005,00.00,840,USD,100,Долар США,522
20.04.2005,00.00,840,USD,100,Долар США,519
21.04.2005,00.00,840,USD,100,Долар США,505
22.04.2005,00.00,840,USD,100,Долар США,505
23.04.2005,00.00,840,USD,100,Долар США,505
24.04.2005,00.00,840,USD,100,Долар США,505
25.04.2005,00.00,840,USD,100,Долар США,505
26.04.2005,00.00,840,USD,100,Долар США,505
27.04.2005,00.00,840,USD,100,Долар США,505
28.04.2005,00.00,840,USD,100,Долар США,505
29.04.2005,00.00,840,USD,100,Долар США,505
30.04.2005,00.00,840,USD,100,Долар США,505
01.05.2005,00.00,840,USD,100,Долар США,505
02.05.2005,00.00,840,USD,100,Долар США,505
03.05.2005,00.00,840,USD,100,Долар США,505
04.05.2005,00.00,840,USD,100,Долар США,505
05.05.2005,00.00,840,USD,100,Долар США,505
06.05.2005,00.00,840,USD,100,Долар США,505
07.05.2005,00.00,840,USD,100,Долар США,505
08.05.2005,00.00,840,USD,100,Долар США,505
09.05.2005,00.00,840,USD,100,Долар США,505
10.05.2005,00.00,840,USD,100,Долар США,505
11.05.2005,00.00,840,USD,100,Долар США,505
12.05.2005,00.00,840,USD,100,Долар США,505
13.05.2005,00.00,840,USD,100,Долар США,505
14.05.2005,00.00,840,USD,100,Долар США,505
15.05.2005,00.00,840,USD,100,Долар США,505
16.05.2005,00.00,840,USD,100,Долар США,505
17.05.2005,00.00,840,USD,100,Долар США,505
18.05.2005,00.00,840,USD,100,Долар США,505
19.05.2005,00.00,840,USD,100,Долар США,505
20.05.2005,00.00,840,USD,100,Долар США,505
21.05.2005,00.00,840,USD,100,Долар США,505
22.05.2005,00.00,840,USD,100,Долар США,505
23.05.2005,00.00,840,USD,100,Долар США,505
24.05.2005,00.00,840,USD,100,Долар США,505
25.05.2005,00.00,840,USD,100,Долар США,505
26.05.2005,00.00,840,USD,100,Долар США,505
27.05.2005,00.00,840,USD,100,Долар США,505
28.05.2005,00.00,840,USD,100,Долар США,505
29.05.2005,00.00,840,USD,100,Долар США,505
30.05.2005,00.00,840,USD,100,Долар США,505
31.05.2005,00.00,840,USD,100,Долар США,505
01.06.2005,00.00,840,USD,100,Долар США,505
02.06.2005,00.00,840,USD,100,Долар США,505.5
03.06.2005,00.00,840,USD,100,Долар США,505.5
04.06.2005,00.00,840,USD,100,Долар США,505.5
05.06.2005,00.00,840,USD,100,Долар США,505.5
06.06.2005,00.00,840,USD,100,Долар США,505.5
07.06.2005,00.00,840,USD,100,Долар США,505.5
08.06.2005,00.00,840,USD,100,Долар США,505.5
09.06.2005,00.00,840,USD,100,Долар США,505.5
10.06.2005,00.00,840,USD,100,Долар США,505.5
11.06.2005,00.00,840,USD,100,Долар США,505.5
12.06.2005,00.00,840,USD,100,Долар США,505.5
13.06.2005,00.00,840,USD,100,Долар США,505.5
14.06.2005,00.00,840,USD,100,Долар США,505.5
15.06.2005,00.00,840,USD,100,Долар США,505.5
16.06.2005,00.00,840,USD,100,Долар США,505.5
17.06.2005,00.00,840,USD,100,Долар США,505.5
18.06.2005,00.00,840,USD,100,Долар США,505.5
19.06.2005,00.00,840,USD,100,Долар США,505.5
20.06.2005,00.00,840,USD,100,Долар США,505.5
21.06.2005,00.00,840,USD,100,Долар США,505.5
22.06.2005,00.00,840,USD,100,Долар США,505.5
23.06.2005,00.00,840,USD,100,Долар США,505.5
24.06.2005,00.00,840,USD,100,Долар США,505.5
25.06.2005,00.00,840,USD,100,Долар США,505.5
26.06.2005,00.00,840,USD,100,Долар США,505.5
27.06.2005,00.00,840,USD,100,Долар США,505.5
28.06.2005,00.00,840,USD,100,Долар США,505.5
29.06.2005,00.00,840,USD,100,Долар США,505.5
30.06.2005,00.00,840,USD,100,Долар США,505.5
01.07.2005,00.00,840,USD,100,Долар США,505.5
02.07.2005,00.00,840,USD,100,Долар США,505.5
03.07.2005,00.00,840,USD,100,Долар США,505.5
04.07.2005,00.00,840,USD,100,Долар США,505.5
05.07.2005,00.00,840,USD,100,Долар США,505.5
06.07.2005,00.00,840,USD,100,Долар США,505.5
07.07.2005,00.00,840,USD,100,Долар США,505.5
08.07.2005,00.00,840,USD,100,Долар США,505.5
09.07.2005,00.00,840,USD,100,Долар США,505.5
10.07.2005,00.00,840,USD,100,Долар США,505.5
11.07.2005,00.00,840,USD,100,Долар США,505.5
12.07.2005,00.00,840,USD,100,Долар США,505.5
13.07.2005,00.00,840,USD,100,Долар США,505.5
14.07.2005,00.00,840,USD,100,Долар США,505.5
15.07.2005,00.00,840,USD,100,Долар США,505.5
16.07.2005,00.00,840,USD,100,Долар США,505.5
17.07.2005,00.00,840,USD,100,Долар США,505.5
18.07.2005,00.00,840,USD,100,Долар США,505.5
19.07.2005,00.00,840,USD,100,Долар США,505.5
20.07.2005,00.00,840,USD,100,Долар США,505.5
21.07.2005,00.00,840,USD,100,Долар США,505
22.07.2005,00.00,840,USD,100,Долар США,505
23.07.2005,00.00,840,USD,100,Долар США,505
24.07.2005,00.00,840,USD,100,Долар США,505
25.07.2005,00.00,840,USD,100,Долар США,505
26.07.2005,00.00,840,USD,100,Долар США,505
27.07.2005,00.00,840,USD,100,Долар США,505
28.07.2005,00.00,840,USD,100,Долар США,505
29.07.2005,00.00,840,USD,100,Долар США,505
30.07.2005,00.00,840,USD,100,Долар США,505
31.07.2005,00.00,840,USD,100,Долар США,505
01.08.2005,00.00,840,USD,100,Долар США,505
02.08.2005,00.00,840,USD,100,Долар США,505
03.08.2005,00.00,840,USD,100,Долар США,505
04.08.2005,00.00,840,USD,100,Долар США,505
05.08.2005,00.00,840,USD,100,Долар США,505
06.08.2005,00.00,840,USD,100,Долар США,505
07.08.2005,00.00,840,USD,100,Долар США,505
08.08.2005,00.00,840,USD,100,Долар США,505
09.08.2005,00.00,840,USD,100,Долар США,505
10.08.2005,00.00,840,USD,100,Долар США,505
11.08.2005,00.00,840,USD,100,Долар США,505
12.08.2005,00.00,840,USD,100,Долар США,505
13.08.2005,00.00,840,USD,100,Долар США,505
14.08.2005,00.00,840,USD,100,Долар США,505
15.08.2005,00.00,840,USD,100,Долар США,505
16.08.2005,00.00,840,USD,100,Долар США,505
17.08.2005,00.00,840,USD,100,Долар США,505
18.08.2005,00.00,840,USD,100,Долар США,505
19.08.2005,00.00,840,USD,100,Долар США,505
20.08.2005,00.00,840,USD,100,Долар США,505
21.08.2005,00.00,840,USD,100,Долар США,505
22.08.2005,00.00,840,USD,100,Долар США,505
23.08.2005,00.00,840,USD,100,Долар США,505
24.08.2005,00.00,840,USD,100,Долар США,505
25.08.2005,00.00,840,USD,100,Долар США,505
26.08.2005,00.00,840,USD,100,Долар США,505
27.08.2005,00.00,840,USD,100,Долар США,505
28.08.2005,00.00,840,USD,100,Долар США,505
29.08.2005,00.00,840,USD,100,Долар США,505
30.08.2005,00.00,840,USD,100,Долар США,505
31.08.2005,00.00,840,USD,100,Долар США,505
01.09.2005,00.00,840,USD,100,Долар США,505
02.09.2005,00.00,840,USD,100,Долар США,505
03.09.2005,00.00,840,USD,100,Долар США,505
04.09.2005,00.00,840,USD,100,Долар США,505
05.09.2005,00.00,840,USD,100,Долар США,505
06.09.2005,00.00,840,USD,100,Долар США,505
07.09.2005,00.00,840,USD,100,Долар США,505
08.09.2005,00.00,840,USD,100,Долар США,505
09.09.2005,00.00,840,USD,100,Долар США,505
10.09.2005,00.00,840,USD,100,Долар США,505
11.09.2005,00.00,840,USD,100,Долар США,505
12.09.2005,00.00,840,USD,100,Долар США,505
13.09.2005,00.00,840,USD,100,Долар США,505
14.09.2005,00.00,840,USD,100,Долар США,505
15.09.2005,00.00,840,USD,100,Долар США,505
16.09.2005,00.00,840,USD,100,Долар США,505
17.09.2005,00.00,840,USD,100,Долар США,505
18.09.2005,00.00,840,USD,100,Долар США,505
19.09.2005,00.00,840,USD,100,Долар США,505
20.09.2005,00.00,840,USD,100,Долар США,505
21.09.2005,00.00,840,USD,100,Долар США,505
22.09.2005,00.00,840,USD,100,Долар США,505
23.09.2005,00.00,840,USD,100,Долар США,505
24.09.2005,00.00,840,USD,100,Долар США,505
25.09.2005,00.00,840,USD,100,Долар США,505
26.09.2005,00.00,840,USD,100,Долар США,505
27.09.2005,00.00,840,USD,100,Долар США,505
28.09.2005,00.00,840,USD,100,Долар США,505
29.09.2005,00.00,840,USD,100,Долар США,505
30.09.2005,00.00,840,USD,100,Долар США,505
01.10.2005,00.00,840,USD,100,Долар США,505
02.10.2005,00.00,840,USD,100,Долар США,505
03.10.2005,00.00,840,USD,100,Долар США,505
04.10.2005,00.00,840,USD,100,Долар США,505
05.10.2005,00.00,840,USD,100,Долар США,505
06.10.2005,00.00,840,USD,100,Долар США,505
07.10.2005,00.00,840,USD,100,Долар США,505
08.10.2005,00.00,840,USD,100,Долар США,505
09.10.2005,00.00,840,USD,100,Долар США,505
10.10.2005,00.00,840,USD,100,Долар США,505
11.10.2005,00.00,840,USD,100,Долар США,505
12.10.2005,00.00,840,USD,100,Долар США,505
13.10.2005,00.00,840,USD,100,Долар США,505
14.10.2005,00.00,840,USD,100,Долар США,505
15.10.2005,00.00,840,USD,100,Долар США,505
16.10.2005,00.00,840,USD,100,Долар США,505
17.10.2005,00.00,840,USD,100,Долар США,505
18.10.2005,00.00,840,USD,100,Долар США,505
19.10.2005,00.00,840,USD,100,Долар США,505
20.10.2005,00.00,840,USD,100,Долар США,505
21.10.2005,00.00,840,USD,100,Долар США,505
22.10.2005,00.00,840,USD,100,Долар США,505
23.10.2005,00.00,840,USD,100,Долар США,505
24.10.2005,00.00,840,USD,100,Долар США,505
25.10.2005,00.00,840,USD,100,Долар США,505
26.10.2005,00.00,840,USD,100,Долар США,505
27.10.2005,00.00,840,USD,100,Долар США,505
28.10.2005,00.00,840,USD,100,Долар США,505
29.10.2005,00.00,840,USD,100,Долар США,505
30.10.2005,00.00,840,USD,100,Долар США,505
31.10.2005,00.00,840,USD,100,Долар США,505
01.11.2005,00.00,840,USD,100,Долар США,505
02.11.2005,00.00,840,USD,100,Долар США,505
03.11.2005,00.00,840,USD,100,Долар США,505
04.11.2005,00.00,840,USD,100,Долар США,505
05.11.2005,00.00,840,USD,100,Долар США,505
06.11.2005,00.00,840,USD,100,Долар США,505
07.11.2005,00.00,840,USD,100,Долар США,505
08.11.2005,00.00,840,USD,100,Долар США,505
09.11.2005,00.00,840,USD,100,Долар США,505
10.11.2005,00.00,840,USD,100,Долар США,505
11.11.2005,00.00,840,USD,100,Долар США,505
12.11.2005,00.00,840,USD,100,Долар США,505
13.11.2005,00.00,840,USD,100,Долар США,505
14.11.2005,00.00,840,USD,100,Долар США,505
15.11.2005,00.00,840,USD,100,Долар США,505
16.11.2005,00.00,840,USD,100,Долар США,505
17.11.2005,00.00,840,USD,100,Долар США,505
18.11.2005,00.00,840,USD,100,Долар США,505
19.11.2005,00.00,840,USD,100,Долар США,505
20.11.2005,00.00,840,USD,100,Долар США,505
21.11.2005,00.00,840,USD,100,Долар США,505
22.11.2005,00.00,840,USD,100,Долар США,505
23.11.2005,00.00,840,USD,100,Долар США,505
24.11.2005,00.00,840,USD,100,Долар США,505
25.11.2005,00.00,840,USD,100,Долар США,505
26.11.2005,00.00,840,USD,100,Долар США,505
27.11.2005,00.00,840,USD,100,Долар США,505
28.11.2005,00.00,840,USD,100,Долар США,505
29.11.2005,00.00,840,USD,100,Долар США,505
30.11.2005,00.00,840,USD,100,Долар США,505
01.12.2005,00.00,840,USD,100,Долар США,505
02.12.2005,00.00,840,USD,100,Долар США,505
03.12.2005,00.00,840,USD,100,Долар США,505
04.12.2005,00.00,840,USD,100,Долар США,505
05.12.2005,00.00,840,USD,100,Долар США,505
06.12.2005,00.00,840,USD,100,Долар США,505
07.12.2005,00.00,840,USD,100,Долар США,505
08.12.2005,00.00,840,USD,100,Долар США,505
09.12.2005,00.00,840,USD,100,Долар США,505
10.12.2005,00.00,840,USD,100,Долар США,505
11.12.2005,00.00,840,USD,100,Долар США,505
12.12.2005,00.00,840,USD,100,Долар США,505
13.12.2005,00.00,840,USD,100,Долар США,505
14.12.2005,00.00,840,USD,100,Долар США,505
15.12.2005,00.00,840,USD,100,Долар США,505
16.12.2005,00.00,840,USD,100,Долар США,505
17.12.2005,00.00,840,USD,100,Долар США,505
18.12.2005,00.00,840,USD,100,Долар США,505
19.12.2005,00.00,840,USD,100,Долар США,505
20.12.2005,00.00,840,USD,100,Долар США,505
21.12.2005,00.00,840,USD,100,Долар США,505
22.12.2005,00.00,840,USD,100,Долар США,505
23.12.2005,00.00,840,USD,100,Долар США,505
24.12.2005,00.00,840,USD,100,Долар США,505
25.12.2005,00.00,840,USD,100,Долар США,505
26.12.2005,00.00,840,USD,100,Долар США,505
27.12.2005,00.00,840,USD,100,Долар США,505
28.12.2005,00.00,840,USD,100,Долар США,505
29.12.2005,00.00,840,USD,100,Долар США,505
30.12.2005,00.00,840,USD,100,Долар США,505
31.12.2005,00.00,840,USD,100,Долар США,505
01.01.2006,00.00,840,USD,100,Долар США,505
02.01.2006,00.00,840,USD,100,Долар США,505
03.01.2006,00.00,840,USD,100,Долар США,505
04.01.2006,00.00,840,USD,100,Долар США,505
05.01.2006,00.00,840,USD,100,Долар США,505
06.01.2006,00.00,840,USD,100,Долар США,505
07.01.2006,00.00,840,USD,100,Долар США,505
08.01.2006,00.00,840,USD,100,Долар США,505
09.01.2006,00.00,840,USD,100,Долар США,505
10.01.2006,00.00,840,USD,100,Долар США,505
11.01.2006,00.00,840,USD,100,Долар США,505
12.01.2006,00.00,840,USD,100,Долар США,505
13.01.2006,00.00,840,USD,100,Долар США,505
14.01.2006,00.00,840,USD,100,Долар США,505
15.01.2006,00.00,840,USD,100,Долар США,505
16.01.2006,00.00,840,USD,100,Долар США,505
17.01.2006,00.00,840,USD,100,Долар США,505
18.01.2006,00.00,840,USD,100,Долар США,505
19.01.2006,00.00,840,USD,100,Долар США,505
20.01.2006,00.00,840,USD,100,Долар США,505
21.01.2006,00.00,840,USD,100,Долар США,505
22.01.2006,00.00,840,USD,100,Долар США,505
23.01.2006,00.00,840,USD,100,Долар США,505
24.01.2006,00.00,840,USD,100,Долар США,505
25.01.2006,00.00,840,USD,100,Долар США,505
26.01.2006,00.00,840,USD,100,Долар США,505
27.01.2006,00.00,840,USD,100,Долар США,505
28.01.2006,00.00,840,USD,100,Долар США,505
29.01.2006,00.00,840,USD,100,Долар США,505
30.01.2006,00.00,840,USD,100,Долар США,505
31.01.2006,00.00,840,USD,100,Долар США,505
01.02.2006,00.00,840,USD,100,Долар США,505
02.02.2006,00.00,840,USD,100,Долар США,505
03.02.2006,00.00,840,USD,100,Долар США,505
04.02.2006,00.00,840,USD,100,Долар США,505
05.02.2006,00.00,840,USD,100,Долар США,505
06.02.2006,00.00,840,USD,100,Долар США,505
07.02.2006,00.00,840,USD,100,Долар США,505
08.02.2006,00.00,840,USD,100,Долар США,505
09.02.2006,00.00,840,USD,100,Долар США,505
10.02.2006,00.00,840,USD,100,Долар США,505
11.02.2006,00.00,840,USD,100,Долар США,505
12.02.2006,00.00,840,USD,100,Долар США,505
13.02.2006,00.00,840,USD,100,Долар США,505
14.02.2006,00.00,840,USD,100,Долар США,505
15.02.2006,00.00,840,USD,100,Долар США,505
16.02.2006,00.00,840,USD,100,Долар США,505
17.02.2006,00.00,840,USD,100,Долар США,505
18.02.2006,00.00,840,USD,100,Долар США,505
19.02.2006,00.00,840,USD,100,Долар США,505
20.02.2006,00.00,840,USD,100,Долар США,505
21.02.2006,00.00,840,USD,100,Долар США,505
22.02.2006,00.00,840,USD,100,Долар США,505
23.02.2006,00.00,840,USD,100,Долар США,505
24.02.2006,00.00,840,USD,100,Долар США,505
25.02.2006,00.00,840,USD,100,Долар США,505
26.02.2006,00.00,840,USD,100,Долар США,505
27.02.2006,00.00,840,USD,100,Долар США,505
28.02.2006,00.00,840,USD,100,Долар США,505
01.03.2006,00.00,840,USD,100,Долар США,505
02.03.2006,00.00,840,USD,100,Долар США,505
03.03.2006,00.00,840,USD,100,Долар США,505
04.03.2006,00.00,840,USD,100,Долар США,505
05.03.2006,00.00,840,USD,100,Долар США,505
06.03.2006,00.00,840,USD,100,Долар США,505
07.03.2006,00.00,840,USD,100,Долар США,505
08.03.2006,00.00,840,USD,100,Долар США,505
09.03.2006,00.00,840,USD,100,Долар США,505
10.03.2006,00.00,840,USD,100,Долар США,505
11.03.2006,00.00,840,USD,100,Долар США,505
12.03.2006,00.00,840,USD,100,Долар США,505
13.03.2006,00.00,840,USD,100,Долар США,505
14.03.2006,00.00,840,USD,100,Долар США,505
15.03.2006,00.00,840,USD,100,Долар США,505
16.03.2006,00.00,840,USD,100,Долар США,505
17.03.2006,00.00,840,USD,100,Долар США,505
18.03.2006,00.00,840,USD,100,Долар США,505
19.03.2006,00.00,840,USD,100,Долар США,505
20.03.2006,00.00,840,USD,100,Долар США,505
21.03.2006,00.00,840,USD,100,Долар США,505
22.03.2006,00.00,840,USD,100,Долар США,505
23.03.2006,00.00,840,USD,100,Долар США,505
24.03.2006,00.00,840,USD,100,Долар США,505
25.03.2006,00.00,840,USD,100,Долар США,505
26.03.2006,00.00,840,USD,100,Долар США,505
27.03.2006,00.00,840,USD,100,Долар США,505
28.03.2006,00.00,840,USD,100,Долар США,505
29.03.2006,00.00,840,USD,100,Долар США,505
30.03.2006,00.00,840,USD,100,Долар США,505
31.03.2006,00.00,840,USD,100,Долар США,505
01.04.2006,00.00,840,USD,100,Долар США,505
02.04.2006,00.00,840,USD,100,Долар США,505
03.04.2006,00.00,840,USD,100,Долар США,505
04.04.2006,00.00,840,USD,100,Долар США,505
05.04.2006,00.00,840,USD,100,Долар США,505
06.04.2006,00.00,840,USD,100,Долар США,505
07.04.2006,00.00,840,USD,100,Долар США,505
08.04.2006,00.00,840,USD,100,Долар США,505
09.04.2006,00.00,840,USD,100,Долар США,505
10.04.2006,00.00,840,USD,100,Долар США,505
11.04.2006,00.00,840,USD,100,Долар США,505
12.04.2006,00.00,840,USD,100,Долар США,505
13.04.2006,00.00,840,USD,100,Долар США,505
14.04.2006,00.00,840,USD,100,Долар США,505
15.04.2006,00.00,840,USD,100,Долар США,505
16.04.2006,00.00,840,USD,100,Долар США,505
17.04.2006,00.00,840,USD,100,Долар США,505
18.04.2006,00.00,840,USD,100,Долар США,505
19.04.2006,00.00,840,USD,100,Долар США,505
20.04.2006,00.00,840,USD,100,Долар США,505
21.04.2006,00.00,840,USD,100,Долар США,505
22.04.2006,00.00,840,USD,100,Долар США,505
23.04.2006,00.00,840,USD,100,Долар США,505
24.04.2006,00.00,840,USD,100,Долар США,505
25.04.2006,00.00,840,USD,100,Долар США,505
26.04.2006,00.00,840,USD,100,Долар США,505
27.04.2006,00.00,840,USD,100,Долар США,505
28.04.2006,00.00,840,USD,100,Долар США,505
29.04.2006,00.00,840,USD,100,Долар США,505
30.04.2006,00.00,840,USD,100,Долар США,505
01.05.2006,00.00,840,USD,100,Долар США,505
02.05.2006,00.00,840,USD,100,Долар США,505
03.05.2006,00.00,840,USD,100,Долар США,505
04.05.2006,00.00,840,USD,100,Долар США,505
05.05.2006,00.00,840,USD,100,Долар США,505
06.05.2006,00.00,840,USD,100,Долар США,505
07.05.2006,00.00,840,USD,100,Долар США,505
08.05.2006,00.00,840,USD,100,Долар США,505
09.05.2006,00.00,840,USD,100,Долар США,505
10.05.2006,00.00,840,USD,100,Долар США,505
11.05.2006,00.00,840,USD,100,Долар США,505
12.05.2006,00.00,840,USD,100,Долар США,505
13.05.2006,00.00,840,USD,100,Долар США,505
14.05.2006,00.00,840,USD,100,Долар США,505
15.05.2006,00.00,840,USD,100,Долар США,505
16.05.2006,00.00,840,USD,100,Долар США,505
17.05.2006,00.00,840,USD,100,Долар США,505
18.05.2006,00.00,840,USD,100,Долар США,505
19.05.2006,00.00,840,USD,100,Долар США,505
20.05.2006,00.00,840,USD,100,Долар США,505
21.05.2006,00.00,840,USD,100,Долар США,505
22.05.2006,00.00,840,USD,100,Долар США,505
23.05.2006,00.00,840,USD,100,Долар США,505
24.05.2006,00.00,840,USD,100,Долар США,505
25.05.2006,00.00,840,USD,100,Долар США,505
26.05.2006,00.00,840,USD,100,Долар США,505
27.05.2006,00.00,840,USD,100,Долар США,505
28.05.2006,00.00,840,USD,100,Долар США,505
29.05.2006,00.00,840,USD,100,Долар США,505
30.05.2006,00.00,840,USD,100,Долар США,505
31.05.2006,00.00,840,USD,100,Долар США,505
01.06.2006,00.00,840,USD,100,Долар США,505
02.06.2006,00.00,840,USD,100,Долар США,505
03.06.2006,00.00,840,USD,100,Долар США,505
04.06.2006,00.00,840,USD,100,Долар США,505
05.06.2006,00.00,840,USD,100,Долар США,505
06.06.2006,00.00,840,USD,100,Долар США,505
07.06.2006,00.00,840,USD,100,Долар США,505
08.06.2006,00.00,840,USD,100,Долар США,505
09.06.2006,00.00,840,USD,100,Долар США,505
10.06.2006,00.00,840,USD,100,Долар США,505
11.06.2006,00.00,840,USD,100,Долар США,505
12.06.2006,00.00,840,USD,100,Долар США,505
13.06.2006,00.00,840,USD,100,Долар США,505
14.06.2006,00.00,840,USD,100,Долар США,505
15.06.2006,00.00,840,USD,100,Долар США,505
16.06.2006,00.00,840,USD,100,Долар США,505
17.06.2006,00.00,840,USD,100,Долар США,505
18.06.2006,00.00,840,USD,100,Долар США,505
19.06.2006,00.00,840,USD,100,Долар США,505
20.06.2006,00.00,840,USD,100,Долар США,505
21.06.2006,00.00,840,USD,100,Долар США,505
22.06.2006,00.00,840,USD,100,Долар США,505
23.06.2006,00.00,840,USD,100,Долар США,505
24.06.2006,00.00,840,USD,100,Долар США,505
25.06.2006,00.00,840,USD,100,Долар США,505
26.06.2006,00.00,840,USD,100,Долар США,505
27.06.2006,00.00,840,USD,100,Долар США,505
28.06.2006,00.00,840,USD,100,Долар США,505
29.06.2006,00.00,840,USD,100,Долар США,505
30.06.2006,00.00,840,USD,100,Долар США,505
01.07.2006,00.00,840,USD,100,Долар США,505
02.07.2006,00.00,840,USD,100,Долар США,505
03.07.2006,00.00,840,USD,100,Долар США,505
04.07.2006,00.00,840,USD,100,Долар США,505
05.07.2006,00.00,840,USD,100,Долар США,505
06.07.2006,00.00,840,USD,100,Долар США,505
07.07.2006,00.00,840,USD,100,Долар США,505
08.07.2006,00.00,840,USD,100,Долар США,505
09.07.2006,00.00,840,USD,100,Долар США,505
10.07.2006,00.00,840,USD,100,Долар США,505
11.07.2006,00.00,840,USD,100,Долар США,505
12.07.2006,00.00,840,USD,100,Долар США,505
13.07.2006,00.00,840,USD,100,Долар США,505
14.07.2006,00.00,840,USD,100,Долар США,505
15.07.2006,00.00,840,USD,100,Долар США,505
16.07.2006,00.00,840,USD,100,Долар США,505
17.07.2006,00.00,840,USD,100,Долар США,505
18.07.2006,00.00,840,USD,100,Долар США,505
19.07.2006,00.00,840,USD,100,Долар США,505
20.07.2006,00.00,840,USD,100,Долар США,505
21.07.2006,00.00,840,USD,100,Долар США,505
22.07.2006,00.00,840,USD,100,Долар США,505
23.07.2006,00.00,840,USD,100,Долар США,505
24.07.2006,00.00,840,USD,100,Долар США,505
25.07.2006,00.00,840,USD,100,Долар США,505
26.07.2006,00.00,840,USD,100,Долар США,505
27.07.2006,00.00,840,USD,100,Долар США,505
28.07.2006,00.00,840,USD,100,Долар США,505
29.07.2006,00.00,840,USD,100,Долар США,505
30.07.2006,00.00,840,USD,100,Долар США,505
31.07.2006,00.00,840,USD,100,Долар США,505
01.08.2006,00.00,840,USD,100,Долар США,505
02.08.2006,00.00,840,USD,100,Долар США,505
03.08.2006,00.00,840,USD,100,Долар США,505
04.08.2006,00.00,840,USD,100,Долар США,505
05.08.2006,00.00,840,USD,100,Долар США,505
06.08.2006,00.00,840,USD,100,Долар США,505
07.08.2006,00.00,840,USD,100,Долар США,505
08.08.2006,00.00,840,USD,100,Долар США,505
09.08.2006,00.00,840,USD,100,Долар США,505
10.08.2006,00.00,840,USD,100,Долар США,505
11.08.2006,00.00,840,USD,100,Долар США,505
12.08.2006,00.00,840,USD,100,Долар США,505
13.08.2006,00.00,840,USD,100,Долар США,505
14.08.2006,00.00,840,USD,100,Долар США,505
15.08.2006,00.00,840,USD,100,Долар США,505
16.08.2006,00.00,840,USD,100,Долар США,505
17.08.2006,00.00,840,USD,100,Долар США,505
18.08.2006,00.00,840,USD,100,Долар США,505
19.08.2006,00.00,840,USD,100,Долар США,505
20.08.2006,00.00,840,USD,100,Долар США,505
21.08.2006,00.00,840,USD,100,Долар США,505
22.08.2006,00.00,840,USD,100,Долар США,505
23.08.2006,00.00,840,USD,100,Долар США,505
24.08.2006,00.00,840,USD,100,Долар США,505
25.08.2006,00.00,840,USD,100,Долар США,505
26.08.2006,00.00,840,USD,100,Долар США,505
27.08.2006,00.00,840,USD,100,Долар США,505
28.08.2006,00.00,840,USD,100,Долар США,505
29.08.2006,00.00,840,USD,100,Долар США,505
30.08.2006,00.00,840,USD,100,Долар США,505
31.08.2006,00.00,840,USD,100,Долар США,505
01.09.2006,00.00,840,USD,100,Долар США,505
