Дата,Час,Код цифровий,Код літерний,Кількість одиниць,Назва валюти,"Офіційний курс гривні, грн"
13.07.2009,00.00,840,USD,100,Долар США,762.44
14.07.2009,00.00,840,USD,100,Долар США,762.44
15.07.2009,00.00,840,USD,100,Долар США,762.64
16.07.2009,00.00,840,USD,100,Долар США,763.11
17.07.2009,00.00,840,USD,100,Долар США,764.05
18.07.2009,00.00,840,USD,100,Долар США,764.05
19.07.2009,00.00,840,USD,100,Долар США,764.05
20.07.2009,00.00,840,USD,100,Долар США,765.15
21.07.2009,00.00,840,USD,100,Долар США,766.22
22.07.2009,00.00,840,USD,100,Долар США,766.04
23.07.2009,00.00,840,USD,100,Долар США,766.32
24.07.2009,00.00,840,USD,100,Долар США,766.3
25.07.2009,00.00,840,USD,100,Долар США,766.3
26.07.2009,00.00,840,USD,100,Долар США,766.3
27.07.2009,00.00,840,USD,100,Долар США,766.61
28.07.2009,00.00,840,USD,100,Долар США,769.15
29.07.2009,00.00,840,USD,100,Долар США,769.01
30.07.2009,00.00,840,USD,100,Долар США,770
31.07.2009,00.00,840,USD,100,Долар США,769.8
01.08.2009,00.00,840,USD,100,Долар США,769.8
02.08.2009,00.00,840,USD,100,Долар США,769.8
03.08.2009,00.00,840,USD,100,Долар США,769.91
04.08.2009,00.00,840,USD,100,Долар США,768.65
05.08.2009,00.00,840,USD,100,Долар США,768.15
06.08.2009,00.00,840,USD,100,Долар США,768.3
07.08.2009,00.00,840,USD,100,Долар США,769.8
08.08.2009,00.00,840,USD,100,Долар США,769.8
09.08.2009,00.00,840,USD,100,Долар США,769.8
10.08.2009,00.00,840,USD,100,Долар США,770.38
11.08.2009,00.00,840,USD,100,Долар США,771
12.08.2009,00.00,840,USD,100,Долар США,772.84
13.08.2009,00.00,840,USD,100,Долар США,773.94
14.08.2009,00.00,840,USD,100,Долар США,774.9
15.08.2009,00.00,840,USD,100,Долар США,774.9
16.08.2009,00.00,840,USD,100,Долар США,774.9
17.08.2009,00.00,840,USD,100,Долар США,776.73
18.08.2009,00.00,840,USD,100,Долар США,780.55
19.08.2009,00.00,840,USD,100,Долар США,782.96
20.08.2009,00.00,840,USD,100,Долар США,784.8
21.08.2009,00.00,840,USD,100,Долар США,788.44
22.08.2009,00.00,840,USD,100,Долар США,788.44
23.08.2009,00.00,840,USD,100,Долар США,788.44
24.08.2009,00.00,840,USD,100,Долар США,788.44
25.08.2009,00.00,840,USD,100,Долар США,794
26.08.2009,00.00,840,USD,100,Долар США,796.33
27.08.2009,00.00,840,USD,100,Долар США,798.9
28.08.2009,00.00,840,USD,100,Долар США,798.9
29.08.2009,00.00,840,USD,100,Долар США,798.9
30.08.2009,00.00,840,USD,100,Долар США,798.9
31.08.2009,00.00,840,USD,100,Долар США,798.9
01.09.2009,00.00,840,USD,100,Долар США,798.9
02.09.2009,00.00,840,USD,100,Долар США,798
03.09.2009,00.00,840,USD,100,Долар США,798.5
04.09.2009,00.00,840,USD,100,Долар США,798.5
05.09.2009,00.00,840,USD,100,Долар США,798.5
06.09.2009,00.00,840,USD,100,Долар США,798.5
07.09.2009,00.00,840,USD,100,Долар США,799.5
08.09.2009,00.00,840,USD,100,Долар США,799.5
09.09.2009,00.00,840,USD,100,Долар США,799.7
10.09.2009,00.00,840,USD,100,Долар США,799.5
11.09.2009,00.00,840,USD,100,Долар США,799.44
12.09.2009,00.00,840,USD,100,Долар США,799.44
13.09.2009,00.00,840,USD,100,Долар США,799.44
14.09.2009,00.00,840,USD,100,Долар США,799.74
15.09.2009,00.00,840,USD,100,Долар США,799.69
16.09.2009,00.00,840,USD,100,Долар США,800.42
17.09.2009,00.00,840,USD,100,Долар США,800.42
18.09.2009,00.00,840,USD,100,Долар США,800.65
19.09.2009,00.00,840,USD,100,Долар США,800.65
20.09.2009,00.00,840,USD,100,Долар США,800.65
21.09.2009,00.00,840,USD,100,Долар США,800.65
22.09.2009,00.00,840,USD,100,Долар США,800.68
23.09.2009,00.00,840,USD,100,Долар США,800.68
24.09.2009,00.00,840,USD,100,Долар США,800.68
25.09.2009,00.00,840,USD,100,Долар США,800.68
26.09.2009,00.00,840,USD,100,Долар США,800.68
27.09.2009,00.00,840,USD,100,Долар США,800.68
28.09.2009,00.00,840,USD,100,Долар США,800.68
29.09.2009,00.00,840,USD,100,Долар США,801
30.09.2009,00.00,840,USD,100,Долар США,801
01.10.2009,00.00,840,USD,100,Долар США,800.4
02.10.2009,00.00,840,USD,100,Долар США,800.9
03.10.2009,00.00,840,USD,100,Долар США,800.9
04.10.2009,00.00,840,USD,100,Долар США,800.9
05.10.2009,00.00,840,USD,100,Долар США,801
06.10.2009,00.00,840,USD,100,Долар США,801
07.10.2009,00.00,840,USD,100,Долар США,801
08.10.2009,00.00,840,USD,100,Долар США,801
09.10.2009,00.00,840,USD,100,Долар США,801
10.10.2009,00.00,840,USD,100,Долар США,801
11.10.2009,00.00,840,USD,100,Долар США,801
12.10.2009,00.00,840,USD,100,Долар США,801
13.10.2009,00.00,840,USD,100,Долар США,801
14.10.2009,00.00,840,USD,100,Долар США,800.62
15.10.2009,00.00,840,USD,100,Долар США,799.8
16.10.2009,00.00,840,USD,100,Долар США,798
17.10.2009,00.00,840,USD,100,Долар США,798
18.10.2009,00.00,840,USD,100,Долар США,798
19.10.2009,00.00,840,USD,100,Долар США,797
20.10.2009,00.00,840,USD,100,Долар США,797
21.10.2009,00.00,840,USD,100,Долар США,798
22.10.2009,00.00,840,USD,100,Долар США,799.3
23.10.2009,00.00,840,USD,100,Долар США,800.5
24.10.2009,00.00,840,USD,100,Долар США,800.5
25.10.2009,00.00,840,USD,100,Долар США,800.5
26.10.2009,00.00,840,USD,100,Долар США,799.8
27.10.2009,00.00,840,USD,100,Долар США,799.88
28.10.2009,00.00,840,USD,100,Долар США,800.76
29.10.2009,00.00,840,USD,100,Долар США,800.76
30.10.2009,00.00,840,USD,100,Долар США,800
31.10.2009,00.00,840,USD,100,Долар США,800
01.11.2009,00.00,840,USD,100,Долар США,800
02.11.2009,00.00,840,USD,100,Долар США,799.3
03.11.2009,00.00,840,USD,100,Долар США,799.7
04.11.2009,00.00,840,USD,100,Долар США,801.16
05.11.2009,00.00,840,USD,100,Долар США,801.48
06.11.2009,00.00,840,USD,100,Долар США,801.38
07.11.2009,00.00,840,USD,100,Долар США,801.38
08.11.2009,00.00,840,USD,100,Долар США,801.38
09.11.2009,00.00,840,USD,100,Долар США,799.3
10.11.2009,00.00,840,USD,100,Долар США,799.03
11.11.2009,00.00,840,USD,100,Долар США,799
12.11.2009,00.00,840,USD,100,Долар США,799.18
13.11.2009,00.00,840,USD,100,Долар США,799.63
14.11.2009,00.00,840,USD,100,Долар США,799.63
15.11.2009,00.00,840,USD,100,Долар США,799.63
16.11.2009,00.00,840,USD,100,Долар США,799.6
17.11.2009,00.00,840,USD,100,Долар США,799.33
18.11.2009,00.00,840,USD,100,Долар США,799.03
19.11.2009,00.00,840,USD,100,Долар США,799.09
20.11.2009,00.00,840,USD,100,Долар США,799
21.11.2009,00.00,840,USD,100,Долар США,799
22.11.2009,00.00,840,USD,100,Долар США,799
23.11.2009,00.00,840,USD,100,Долар США,799
24.11.2009,00.00,840,USD,100,Долар США,799
25.11.2009,00.00,840,USD,100,Долар США,799
26.11.2009,00.00,840,USD,100,Долар США,798.5
27.11.2009,00.00,840,USD,100,Долар США,798.1
28.11.2009,00.00,840,USD,100,Долар США,798.1
29.11.2009,00.00,840,USD,100,Долар США,798.1
30.11.2009,00.00,840,USD,100,Долар США,798.09
01.12.2009,00.00,840,USD,100,Долар США,798.78
02.12.2009,00.00,840,USD,100,Долар США,798.92
03.12.2009,00.00,840,USD,100,Долар США,799.05
04.12.2009,00.00,840,USD,100,Долар США,799
05.12.2009,00.00,840,USD,100,Долар США,799
06.12.2009,00.00,840,USD,100,Долар США,799
07.12.2009,00.00,840,USD,100,Долар США,798.4
08.12.2009,00.00,840,USD,100,Долар США,798.4
09.12.2009,00.00,840,USD,100,Долар США,798.45
10.12.2009,00.00,840,USD,100,Долар США,798.65
11.12.2009,00.00,840,USD,100,Долар США,798.65
12.12.2009,00.00,840,USD,100,Долар США,798.65
13.12.2009,00.00,840,USD,100,Долар США,798.65
14.12.2009,00.00,840,USD,100,Долар США,798.28
15.12.2009,00.00,840,USD,100,Долар США,798.06
16.12.2009,00.00,840,USD,100,Долар США,797.32
17.12.2009,00.00,840,USD,100,Долар США,797.02
18.12.2009,00.00,840,USD,100,Долар США,797
19.12.2009,00.00,840,USD,100,Долар США,797
20.12.2009,00.00,840,USD,100,Долар США,797
21.12.2009,00.00,840,USD,100,Долар США,797
22.12.2009,00.00,840,USD,100,Долар США,797
23.12.2009,00.00,840,USD,100,Долар США,796.9
24.12.2009,00.00,840,USD,100,Долар США,796.8
25.12.2009,00.00,840,USD,100,Долар США,796.6
26.12.2009,00.00,840,USD,100,Долар США,796.6
27.12.2009,00.00,840,USD,100,Долар США,796.6
28.12.2009,00.00,840,USD,100,Долар США,796.55
29.12.2009,00.00,840,USD,100,Долар США,796.5
30.12.2009,00.00,840,USD,100,Долар США,796.85
31.12.2009,00.00,840,USD,100,Долар США,798.5
01.01.2010,00.00,840,USD,100,Долар США,798.5
02.01.2010,00.00,840,USD,100,Долар США,798.5
03.01.2010,00.00,840,USD,100,Долар США,798.5
04.01.2010,00.00,840,USD,100,Долар США,798.5
05.01.2010,00.00,840,USD,100,Долар США,798.5
06.01.2010,00.00,840,USD,100,Долар США,798.5
07.01.2010,00.00,840,USD,100,Долар США,798.5
08.01.2010,00.00,840,USD,100,Долар США,798.5
09.01.2010,00.00,840,USD,100,Долар США,798.5
10.01.2010,00.00,840,USD,100,Долар США,798.5
11.01.2010,00.00,840,USD,100,Долар США,798.5
12.01.2010,00.00,840,USD,100,Долар США,799.05
13.01.2010,00.00,840,USD,100,Долар США,799.84
14.01.2010,00.00,840,USD,100,Долар США,800.4
15.01.2010,00.00,840,USD,100,Долар США,800.24
16.01.2010,00.00,840,USD,100,Долар США,800.24
17.01.2010,00.00,840,USD,100,Долар США,800.24
18.01.2010,00.00,840,USD,100,Долар США,800.12
19.01.2010,00.00,840,USD,100,Долар США,800.12
20.01.2010,00.00,840,USD,100,Долар США,800.55
21.01.2010,00.00,840,USD,100,Долар США,800.55
22.01.2010,00.00,840,USD,100,Долар США,801
23.01.2010,00.00,840,USD,100,Долар США,801
24.01.2010,00.00,840,USD,100,Долар США,801
25.01.2010,00.00,840,USD,100,Долар США,800.84
26.01.2010,00.00,840,USD,100,Долар США,800.8
27.01.2010,00.00,840,USD,100,Долар США,800.48
28.01.2010,00.00,840,USD,100,Долар США,800.24
29.01.2010,00.00,840,USD,100,Долар США,800.12
30.01.2010,00.00,840,USD,100,Долар США,800.12
31.01.2010,00.00,840,USD,100,Долар США,800.12
01.02.2010,00.00,840,USD,100,Долар США,799.9
02.02.2010,00.00,840,USD,100,Долар США,799.93
03.02.2010,00.00,840,USD,100,Долар США,800.04
04.02.2010,00.00,840,USD,100,Долар США,800.12
05.02.2010,00.00,840,USD,100,Долар США,800.12
06.02.2010,00.00,840,USD,100,Долар США,800.12
07.02.2010,00.00,840,USD,100,Долар США,800.12
08.02.2010,00.00,840,USD,100,Долар США,800.04
09.02.2010,00.00,840,USD,100,Долар США,800.74
10.02.2010,00.00,840,USD,100,Долар США,800.93
11.02.2010,00.00,840,USD,100,Долар США,801
12.02.2010,00.00,840,USD,100,Долар США,801
13.02.2010,00.00,840,USD,100,Долар США,801
14.02.2010,00.00,840,USD,100,Долар США,801
15.02.2010,00.00,840,USD,100,Долар США,800.25
16.02.2010,00.00,840,USD,100,Долар США,800.2
17.02.2010,00.00,840,USD,100,Долар США,800.24
18.02.2010,00.00,840,USD,100,Долар США,800.24
19.02.2010,00.00,840,USD,100,Долар США,799.97
20.02.2010,00.00,840,USD,100,Долар США,799.97
21.02.2010,00.00,840,USD,100,Долар США,799.97
22.02.2010,00.00,840,USD,100,Долар США,799.8
23.02.2010,00.00,840,USD,100,Долар США,799.03
24.02.2010,00.00,840,USD,100,Долар США,799
25.02.2010,00.00,840,USD,100,Долар США,799
26.02.2010,00.00,840,USD,100,Долар США,799
27.02.2010,00.00,840,USD,100,Долар США,799
28.02.2010,00.00,840,USD,100,Долар США,799
01.03.2010,00.00,840,USD,100,Долар США,799
02.03.2010,00.00,840,USD,100,Долар США,799
03.03.2010,00.00,840,USD,100,Долар США,798.5
04.03.2010,00.00,840,USD,100,Долар США,798.4
05.03.2010,00.00,840,USD,100,Долар США,798.42
06.03.2010,00.00,840,USD,100,Долар США,798.42
07.03.2010,00.00,840,USD,100,Долар США,798.42
08.03.2010,00.00,840,USD,100,Долар США,798.42
09.03.2010,00.00,840,USD,100,Долар США,798.38
10.03.2010,00.00,840,USD,100,Долар США,798.4
11.03.2010,00.00,840,USD,100,Долар США,798.24
12.03.2010,00.00,840,USD,100,Долар США,798.04
13.03.2010,00.00,840,USD,100,Долар США,797.8
14.03.2010,00.00,840,USD,100,Долар США,797.8
15.03.2010,00.00,840,USD,100,Долар США,797.8
16.03.2010,00.00,840,USD,100,Долар США,797.67
17.03.2010,00.00,840,USD,100,Долар США,797.67
18.03.2010,00.00,840,USD,100,Долар США,797.6
19.03.2010,00.00,840,USD,100,Долар США,797.6
20.03.2010,00.00,840,USD,100,Долар США,797.6
21.03.2010,00.00,840,USD,100,Долар США,797.6
22.03.2010,00.00,840,USD,100,Долар США,796.02
23.03.2010,00.00,840,USD,100,Долар США,795.44
24.03.2010,00.00,840,USD,100,Долар США,795.01
25.03.2010,00.00,840,USD,100,Долар США,793.5
26.03.2010,00.00,840,USD,100,Долар США,793.1
27.03.2010,00.00,840,USD,100,Долар США,793.1
28.03.2010,00.00,840,USD,100,Долар США,793.1
29.03.2010,00.00,840,USD,100,Долар США,793
30.03.2010,00.00,840,USD,100,Долар США,792.5
31.03.2010,00.00,840,USD,100,Долар США,792.5
01.04.2010,00.00,840,USD,100,Долар США,792.5
02.04.2010,00.00,840,USD,100,Долар США,792.5
03.04.2010,00.00,840,USD,100,Долар США,792.5
04.04.2010,00.00,840,USD,100,Долар США,792.5
05.04.2010,00.00,840,USD,100,Долар США,792.5
06.04.2010,00.00,840,USD,100,Долар США,792.5
07.04.2010,00.00,840,USD,100,Долар США,792.5
08.04.2010,00.00,840,USD,100,Долар США,792.42
09.04.2010,00.00,840,USD,100,Долар США,792.63
10.04.2010,00.00,840,USD,100,Долар США,792.65
11.04.2010,00.00,840,USD,100,Долар США,792.65
12.04.2010,00.00,840,USD,100,Долар США,792.65
13.04.2010,00.00,840,USD,100,Долар США,792.65
14.04.2010,00.00,840,USD,100,Долар США,792.63
15.04.2010,00.00,840,USD,100,Долар США,792.63
16.04.2010,00.00,840,USD,100,Долар США,792.58
17.04.2010,00.00,840,USD,100,Долар США,792.58
18.04.2010,00.00,840,USD,100,Долар США,792.58
19.04.2010,00.00,840,USD,100,Долар США,792.58
20.04.2010,00.00,840,USD,100,Долар США,792.59
21.04.2010,00.00,840,USD,100,Долар США,792.56
22.04.2010,00.00,840,USD,100,Долар США,792.6
23.04.2010,00.00,840,USD,100,Долар США,792.58
24.04.2010,00.00,840,USD,100,Долар США,792.58
25.04.2010,00.00,840,USD,100,Долар США,792.58
26.04.2010,00.00,840,USD,100,Долар США,792.58
27.04.2010,00.00,840,USD,100,Долар США,792.61
28.04.2010,00.00,840,USD,100,Долар США,792.59
29.04.2010,00.00,840,USD,100,Долар США,792.59
30.04.2010,00.00,840,USD,100,Долар США,792.59
01.05.2010,00.00,840,USD,100,Долар США,792.59
02.05.2010,00.00,840,USD,100,Долар США,792.59
03.05.2010,00.00,840,USD,100,Долар США,792.59
04.05.2010,00.00,840,USD,100,Долар США,792.59
05.05.2010,00.00,840,USD,100,Долар США,792.59
06.05.2010,00.00,840,USD,100,Долар США,792.59
07.05.2010,00.00,840,USD,100,Долар США,792.59
08.05.2010,00.00,840,USD,100,Долар США,792.59
09.05.2010,00.00,840,USD,100,Долар США,792.59
10.05.2010,00.00,840,USD,100,Долар США,792.59
11.05.2010,00.00,840,USD,100,Долар США,792.59
12.05.2010,00.00,840,USD,100,Долар США,792.59
13.05.2010,00.00,840,USD,100,Долар США,792.59
14.05.2010,00.00,840,USD,100,Долар США,792.59
15.05.2010,00.00,840,USD,100,Долар США,792.59
16.05.2010,00.00,840,USD,100,Долар США,792.59
17.05.2010,00.00,840,USD,100,Долар США,792.59
18.05.2010,00.00,840,USD,100,Долар США,792.59
19.05.2010,00.00,840,USD,100,Долар США,792.59
20.05.2010,00.00,840,USD,100,Долар США,792.57
21.05.2010,00.00,840,USD,100,Долар США,792.57
22.05.2010,00.00,840,USD,100,Долар США,792.57
23.05.2010,00.00,840,USD,100,Долар США,792.57
24.05.2010,00.00,840,USD,100,Долар США,792.57
25.05.2010,00.00,840,USD,100,Долар США,792.55
26.05.2010,00.00,840,USD,100,Долар США,792.55
27.05.2010,00.00,840,USD,100,Долар США,792.54
28.05.2010,00.00,840,USD,100,Долар США,792.51
29.05.2010,00.00,840,USD,100,Долар США,792.51
30.05.2010,00.00,840,USD,100,Долар США,792.51
31.05.2010,00.00,840,USD,100,Долар США,792.51
01.06.2010,00.00,840,USD,100,Долар США,792.51
02.06.2010,00.00,840,USD,100,Долар США,792.51
03.06.2010,00.00,840,USD,100,Долар США,792.56
04.06.2010,00.00,840,USD,100,Долар США,792.53
05.06.2010,00.00,840,USD,100,Долар США,792.53
06.06.2010,00.00,840,USD,100,Долар США,792.53
07.06.2010,00.00,840,USD,100,Долар США,792.13
08.06.2010,00.00,840,USD,100,Долар США,792.1
09.06.2010,00.00,840,USD,100,Долар США,791.94
10.06.2010,00.00,840,USD,100,Долар США,791.81
11.06.2010,00.00,840,USD,100,Долар США,791.69
12.06.2010,00.00,840,USD,100,Долар США,791.69
13.06.2010,00.00,840,USD,100,Долар США,791.69
14.06.2010,00.00,840,USD,100,Долар США,791.58
15.06.2010,00.00,840,USD,100,Долар США,791.49
16.06.2010,00.00,840,USD,100,Долар США,791.42
17.06.2010,00.00,840,USD,100,Долар США,791.29
18.06.2010,00.00,840,USD,100,Долар США,791.24
19.06.2010,00.00,840,USD,100,Долар США,791.24
20.06.2010,00.00,840,USD,100,Долар США,791.24
21.06.2010,00.00,840,USD,100,Долар США,791.19
22.06.2010,00.00,840,USD,100,Долар США,791.07
23.06.2010,00.00,840,USD,100,Долар США,791.04
24.06.2010,00.00,840,USD,100,Долар США,790.98
25.06.2010,00.00,840,USD,100,Долар США,790.94
26.06.2010,00.00,840,USD,100,Долар США,790.94
27.06.2010,00.00,840,USD,100,Долар США,790.94
28.06.2010,00.00,840,USD,100,Долар США,790.94
29.06.2010,00.00,840,USD,100,Долар США,790.74
30.06.2010,00.00,840,USD,100,Долар США,790.7
01.07.2010,00.00,840,USD,100,Долар США,790.53
02.07.2010,00.00,840,USD,100,Долар США,790.87
03.07.2010,00.00,840,USD,100,Долар США,790.87
04.07.2010,00.00,840,USD,100,Долар США,790.87
05.07.2010,00.00,840,USD,100,Долар США,791.05
06.07.2010,00.00,840,USD,100,Долар США,790.96
07.07.2010,00.00,840,USD,100,Долар США,790.84
08.07.2010,00.00,840,USD,100,Долар США,790.72
09.07.2010,00.00,840,USD,100,Долар США,790.58
10.07.2010,00.00,840,USD,100,Долар США,790.58
11.07.2010,00.00,840,USD,100,Долар США,790.58
12.07.2010,00.00,840,USD,100,Долар США,790.38
13.07.2010,00.00,840,USD,100,Долар США,790.32
14.07.2010,00.00,840,USD,100,Долар США,790.22
15.07.2010,00.00,840,USD,100,Долар США,790.17
16.07.2010,00.00,840,USD,100,Долар США,790.08
17.07.2010,00.00,840,USD,100,Долар США,790.08
18.07.2010,00.00,840,USD,100,Долар США,790.08
19.07.2010,00.00,840,USD,100,Долар США,789.98
20.07.2010,00.00,840,USD,100,Долар США,789.93
21.07.2010,00.00,840,USD,100,Долар США,789.8
22.07.2010,00.00,840,USD,100,Долар США,789.73
23.07.2010,00.00,840,USD,100,Долар США,789.7
24.07.2010,00.00,840,USD,100,Долар США,789.7
25.07.2010,00.00,840,USD,100,Долар США,789.7
26.07.2010,00.00,840,USD,100,Долар США,789.6
27.07.2010,00.00,840,USD,100,Долар США,789.52
28.07.2010,00.00,840,USD,100,Долар США,789.42
29.07.2010,00.00,840,USD,100,Долар США,789.32
30.07.2010,00.00,840,USD,100,Долар США,789.32
31.07.2010,00.00,840,USD,100,Долар США,789.32
01.08.2010,00.00,840,USD,100,Долар США,789.32
02.08.2010,00.00,840,USD,100,Долар США,789.27
03.08.2010,00.00,840,USD,100,Долар США,789.22
04.08.2010,00.00,840,USD,100,Долар США,789.16
05.08.2010,00.00,840,USD,100,Долар США,789.11
06.08.2010,00.00,840,USD,100,Долар США,789.09
07.08.2010,00.00,840,USD,100,Долар США,789.09
08.08.2010,00.00,840,USD,100,Долар США,789.09
09.08.2010,00.00,840,USD,100,Долар США,789.02
10.08.2010,00.00,840,USD,100,Долар США,789
11.08.2010,00.00,840,USD,100,Долар США,789
12.08.2010,00.00,840,USD,100,Долар США,789
13.08.2010,00.00,840,USD,100,Долар США,789
14.08.2010,00.00,840,USD,100,Долар США,789
15.08.2010,00.00,840,USD,100,Долар США,789
16.08.2010,00.00,840,USD,100,Долар США,789
17.08.2010,00.00,840,USD,100,Долар США,789.09
18.08.2010,00.00,840,USD,100,Долар США,789
19.08.2010,00.00,840,USD,100,Долар США,789
20.08.2010,00.00,840,USD,100,Долар США,789.03
21.08.2010,00.00,840,USD,100,Долар США,789.03
22.08.2010,00.00,840,USD,100,Долар США,789.03
23.08.2010,00.00,840,USD,100,Долар США,789.03
24.08.2010,00.00,840,USD,100,Долар США,789.03
25.08.2010,00.00,840,USD,100,Долар США,789
26.08.2010,00.00,840,USD,100,Долар США,789
27.08.2010,00.00,840,USD,100,Долар США,789
28.08.2010,00.00,840,USD,100,Долар США,789
29.08.2010,00.00,840,USD,100,Долар США,789
30.08.2010,00.00,840,USD,100,Долар США,788.7
31.08.2010,00.00,840,USD,100,Долар США,788.61
01.09.2010,00.00,840,USD,100,Долар США,788.67
02.09.2010,00.00,840,USD,100,Долар США,788.61
03.09.2010,00.00,840,USD,100,Долар США,789.78
04.09.2010,00.00,840,USD,100,Долар США,789.78
05.09.2010,00.00,840,USD,100,Долар США,789.78
06.09.2010,00.00,840,USD,100,Долар США,790.82
07.09.2010,00.00,840,USD,100,Долар США,790.82
08.09.2010,00.00,840,USD,100,Долар США,790.82
09.09.2010,00.00,840,USD,100,Долар США,790.82
10.09.2010,00.00,840,USD,100,Долар США,790.82
11.09.2010,00.00,840,USD,100,Долар США,790.82
12.09.2010,00.00,840,USD,100,Долар США,790.82
13.09.2010,00.00,840,USD,100,Долар США,790.82
14.09.2010,00.00,840,USD,100,Долар США,790.82
15.09.2010,00.00,840,USD,100,Долар США,791.82
16.09.2010,00.00,840,USD,100,Долар США,791.92
17.09.2010,00.00,840,USD,100,Долар США,791.92
18.09.2010,00.00,840,USD,100,Долар США,791.92
19.09.2010,00.00,840,USD,100,Долар США,791.92
20.09.2010,00.00,840,USD,100,Долар США,791.92
21.09.2010,00.00,840,USD,100,Долар США,791.92
22.09.2010,00.00,840,USD,100,Долар США,791.92
23.09.2010,00.00,840,USD,100,Долар США,791.92
24.09.2010,00.00,840,USD,100,Долар США,791.62
25.09.2010,00.00,840,USD,100,Долар США,791.62
26.09.2010,00.00,840,USD,100,Долар США,791.62
27.09.2010,00.00,840,USD,100,Долар США,790.94
28.09.2010,00.00,840,USD,100,Долар США,791.35
29.09.2010,00.00,840,USD,100,Долар США,791.35
30.09.2010,00.00,840,USD,100,Долар США,791.35
01.10.2010,00.00,840,USD,100,Долар США,791
02.10.2010,00.00,840,USD,100,Долар США,791
03.10.2010,00.00,840,USD,100,Долар США,791
04.10.2010,00.00,840,USD,100,Долар США,790.99
05.10.2010,00.00,840,USD,100,Долар США,790.99
06.10.2010,00.00,840,USD,100,Долар США,790.99
07.10.2010,00.00,840,USD,100,Долар США,790.99
08.10.2010,00.00,840,USD,100,Долар США,790.99
09.10.2010,00.00,840,USD,100,Долар США,790.99
10.10.2010,00.00,840,USD,100,Долар США,790.99
11.10.2010,00.00,840,USD,100,Долар США,790.99
12.10.2010,00.00,840,USD,100,Долар США,790.99
13.10.2010,00.00,840,USD,100,Долар США,790.99
14.10.2010,00.00,840,USD,100,Долар США,790.99
15.10.2010,00.00,840,USD,100,Долар США,790.88
16.10.2010,00.00,840,USD,100,Долар США,790.88
17.10.2010,00.00,840,USD,100,Долар США,790.88
18.10.2010,00.00,840,USD,100,Долар США,790.9
19.10.2010,00.00,840,USD,100,Долар США,791.16
20.10.2010,00.00,840,USD,100,Долар США,791.16
21.10.2010,00.00,840,USD,100,Долар США,791.16
22.10.2010,00.00,840,USD,100,Долар США,791.16
23.10.2010,00.00,840,USD,100,Долар США,791.16
24.10.2010,00.00,840,USD,100,Долар США,791.16
25.10.2010,00.00,840,USD,100,Долар США,791.18
26.10.2010,00.00,840,USD,100,Долар США,791.16
27.10.2010,00.00,840,USD,100,Долар США,791.16
28.10.2010,00.00,840,USD,100,Долар США,791.16
29.10.2010,00.00,840,USD,100,Долар США,791.16
30.10.2010,00.00,840,USD,100,Долар США,791.16
31.10.2010,00.00,840,USD,100,Долар США,791.16
01.11.2010,00.00,840,USD,100,Долар США,791.1
02.11.2010,00.00,840,USD,100,Долар США,791.77
03.11.2010,00.00,840,USD,100,Долар США,791.87
04.11.2010,00.00,840,USD,100,Долар США,791.97
05.11.2010,00.00,840,USD,100,Долар США,791.99
06.11.2010,00.00,840,USD,100,Долар США,791.99
07.11.2010,00.00,840,USD,100,Долар США,791.99
08.11.2010,00.00,840,USD,100,Долар США,791.47
09.11.2010,00.00,840,USD,100,Долар США,791.67
10.11.2010,00.00,840,USD,100,Долар США,791.07
11.11.2010,00.00,840,USD,100,Долар США,791
12.11.2010,00.00,840,USD,100,Долар США,792.07
13.11.2010,00.00,840,USD,100,Долар США,792.07
14.11.2010,00.00,840,USD,100,Долар США,792.07
15.11.2010,00.00,840,USD,100,Долар США,792.97
16.11.2010,00.00,840,USD,100,Долар США,793.27
17.11.2010,00.00,840,USD,100,Долар США,793.57
18.11.2010,00.00,840,USD,100,Долар США,793.77
19.11.2010,00.00,840,USD,100,Долар США,793.77
20.11.2010,00.00,840,USD,100,Долар США,793.77
21.11.2010,00.00,840,USD,100,Долар США,793.77
22.11.2010,00.00,840,USD,100,Долар США,793.77
23.11.2010,00.00,840,USD,100,Долар США,793.77
24.11.2010,00.00,840,USD,100,Долар США,793.77
25.11.2010,00.00,840,USD,100,Долар США,793.87
26.11.2010,00.00,840,USD,100,Долар США,793.87
27.11.2010,00.00,840,USD,100,Долар США,793.87
28.11.2010,00.00,840,USD,100,Долар США,793.87
29.11.2010,00.00,840,USD,100,Долар США,793.8
30.11.2010,00.00,840,USD,100,Долар США,793.8
01.12.2010,00.00,840,USD,100,Долар США,793.8
02.12.2010,00.00,840,USD,100,Долар США,793.8
03.12.2010,00.00,840,USD,100,Долар США,794
04.12.2010,00.00,840,USD,100,Долар США,794
05.12.2010,00.00,840,USD,100,Долар США,794
06.12.2010,00.00,840,USD,100,Долар США,794.2
07.12.2010,00.00,840,USD,100,Долар США,795.88
08.12.2010,00.00,840,USD,100,Долар США,795.2
09.12.2010,00.00,840,USD,100,Долар США,795.14
10.12.2010,00.00,840,USD,100,Долар США,795.14
11.12.2010,00.00,840,USD,100,Долар США,795.14
12.12.2010,00.00,840,USD,100,Долар США,795.14
13.12.2010,00.00,840,USD,100,Долар США,795.31
14.12.2010,00.00,840,USD,100,Долар США,795.31
15.12.2010,00.00,840,USD,100,Долар США,796.31
16.12.2010,00.00,840,USD,100,Долар США,796.31
